review_id	sentiment	label_id	input_ids	review_body	date
15406	0	1	[0, 713, 6399, 16, 12058, 23, 78, 18969, 4, 5, 1318, 16, 89, 8, 24, 34, 10, 2721, 1521, 734, 7761, 5, 760, 1437, 14, 16, 4, 53, 24, 16, 1307, 8, 1087, 1722, 219, 19, 124, 16415, 2923, 4, 939, 1395, 4744, 42, 145, 34203, 15, 1268, 4, 24, 95, 3639, 98, 203, 3149, 7, 5, 299, 4, 939, 524, 7174, 8, 4716, 1459, 98, 2085, 14, 21, 5, 696, 1437, 53, 939, 95, 64, 75, 192, 1271, 98, 203, 3149, 4, 42, 21, 10, 746, 2649, 13, 162, 4, 215, 10, 9208, 4, 74, 33, 57, 372, 396, 70, 5, 1823, 3149, 11, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This shirt is gorgeous at first glance. the quality is there and it has a beautiful design...from the front  that is. but it is huge and billowy with back pleats. i cannot imagine this being flattering on anyone. it just adds so much volume to the top. i am thin and petite so maybe that was the issue  but i just can't see adding so much volume. this was a total miss for me. such a shame. would have been great without all the extra volume in back.	2022-06-24T08:02:18Z
9667	1	2	[0, 713, 326, 12, 8674, 16, 1969, 13, 1035, 4, 1109, 1437, 21895, 5144, 359, 1365, 4, 939, 437, 195, 108, 306, 4, 245, 113, 1437, 2631, 16134, 1437, 3982, 23246, 12, 475, 10698, 157, 4, 5, 760, 8, 5, 3701, 2564, 101, 10, 326, 12, 8674, 1437, 61, 839, 24, 1326, 11044, 219, 13, 162, 4, 53, 14, 18, 141, 326, 12, 16284, 460, 32, 13, 162, 4, 5, 124, 34, 402, 1823, 8, 14, 18, 5, 1219, 939, 437, 2396, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This t-shirt is perfect for summer. light  breezy & easy. i'm 5'4.5""  34dd  150 lbs- m fits well. the front and the arms fit like a t-shirt  which means it looks busty for me. but that's how t-shirts always are for me. the back has something extra and that's the reason i'm keeping it."	2022-06-24T08:02:18Z
18815	-1	0	[0, 100, 2740, 209, 11, 475, 36, 245, 108, 398, 113, 9680, 23246, 1592, 8, 51, 32, 326, 1872, 35, 51, 2564, 157, 8, 32, 5063, 3229, 3486, 7082, 4, 5, 696, 14, 939, 33, 19, 106, 36, 463, 5, 1219, 14, 939, 1051, 106, 124, 43, 16, 14, 5, 1468, 1437, 1712, 3473, 1437, 16, 2198, 8818, 131, 114, 939, 58, 7, 860, 7, 422, 66, 7, 120, 5, 7107, 11, 209, 1437, 5, 1086, 3757, 74, 5700, 192, 162, 2576, 1672, 328, 43681, 1437, 209, 32, 45, 1104, 53, 160, 12, 9830, 36, 463, 1341, 10, 5718, 219, 160, 12, 9830, 1437, 23, 14, 43, 1437, 98, 209, 26120, 2590, 268, 218, 75, 356, 25, 11962, 19, 5, 1905, 2, 1, 1, 1, 1, 1, 1]	"I ordered these in m (5'8"" 140 lbs.) and they are tts: they fit well and are neither tight nor loose. the issue that i have with them (and the reason that i sent them back) is that the material  although comfortable  is completely transparent; if i were to try to run out to get the mail in these  the whole neighborhood would essentially see me bottomless! furthermore  these are not white but off-white (and quite a yellowy off-white  at that)  so these loungers don't look as cute with the feature"	2022-06-24T08:02:18Z
6237	-1	0	[0, 27728, 5, 21764, 15, 5, 1421, 4, 14, 16, 141, 110, 1675, 1836, 40, 2564, 110, 3701, 4, 959, 1437, 190, 114, 47, 33, 22877, 3701, 101, 939, 109, 1437, 5, 21764, 40, 28, 3229, 4, 939, 2162, 127, 1675, 1836, 3023, 29, 8, 24, 21, 32645, 219, 19, 41, 8372, 27456, 8, 5, 5933, 1302, 25, 600, 939, 2740, 10, 4716, 1459, 8, 939, 524, 129, 195, 16935, 132, 11, 4, 939, 12922, 7, 860, 10, 367, 10070, 15, 114, 47, 269, 32, 2509, 4, 5, 1275, 16, 3127, 10, 1275, 61, 16, 10, 205, 631, 142, 98, 747, 24, 16, 543, 7, 465, 10, 1275, 14, 16, 45, 22239, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Note the sleeves on the model. that is how your regular size will fit your arms. however  even if you have skinny arms like i do  the sleeves will be tight. i bought my regular size xs and it was clingy with an odd flair and the length seems as though i ordered a petite and i am only 5 ft 2 in. i advise to try a few sizes on if you really are interested. the red is truly a red which is a good thing because so often it is hard to find a red that is not neon.	2022-06-24T08:02:18Z
13462	1	2	[0, 28965, 1437, 939, 802, 42, 21, 10, 182, 1256, 3089, 11556, 4, 939, 2638, 5, 8089, 8, 5, 1521, 4, 5, 1663, 2551, 205, 4, 643, 2801, 14, 24, 2075, 739, 1437, 53, 939, 524, 6764, 8, 747, 3860, 19, 5, 10762, 8, 3701, 1437, 98, 939, 2229, 127, 2340, 1836, 650, 4, 939, 679, 24, 16, 5, 22523, 11, 127, 10762, 14, 1726, 5, 3089, 11556, 7, 6713, 6269, 111, 47, 115, 192, 10, 7297, 1280, 9, 5, 124, 10199, 7209, 198, 5, 760, 2380, 1437, 61, 1415, 8372, 4, 24, 156, 5, 760, 10199, 356, 101, 24, 21, 847, 23, 41, 11792, 4, 36, 118, 524, 45, 5378, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Overall  i thought this was a very pretty blouse. i loved the colors and the design. the construction seemed good. others mentioned that it ran large  but i am tall and often struggle with the shoulders and arms  so i purchase my normal size small. i believe it is the width in my shoulders that caused the blouse to hang funny - you could see a decent amount of the back fabric hanging around the front sides  which looked odd. it made the front fabric look like it was cut at an angle. (i am not br	2022-06-24T08:02:18Z
10241	0	1	[0, 10993, 65, 939, 829, 21, 28304, 4102, 416, 11, 5, 24150, 1273, 23, 10825, 36, 43395, 35, 182, 3229, 21764, 13278, 1437, 2704, 132, 113, 9, 5, 2272, 21199, 1971, 4617, 21, 2039, 11807, 30, 8401, 40612, 842, 21831, 42, 1989, 65, 12, 95, 314, 35993, 17670, 4, 8, 251, 25816, 58, 7209, 11, 484, 2127, 4, 42, 16, 30, 117, 839, 10, 1318, 2125, 8, 16, 11166, 81, 18288, 4, 15, 5, 1313, 526, 1437, 24, 16, 182, 11962, 8, 939, 437, 2396, 5, 5010, 65, 1437, 53, 216, 14, 24, 16, 67, 15651, 4, 71, 65, 304, 1437, 89, 16, 10, 29650, 15, 5, 1025, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!)  plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side  it is very cute and i'm keeping the replacement one  but know that it is also delicate. after one use  there is a snag on the inside"	2022-06-24T08:02:18Z
9358	-1	0	[0, 100, 95, 829, 42, 3588, 885, 26551, 62, 11, 10, 3298, 4, 24, 16, 1085, 101, 5, 8089, 2343, 15, 516, 4, 11, 5, 2170, 24, 2092, 2440, 8, 1104, 4, 11, 3031, 1571, 24, 16, 3055, 337, 8, 10, 33205, 3195, 9, 28, 1023, 2981, 6907, 4, 5, 299, 16, 192, 600, 53, 24, 473, 192, 33, 10, 9215, 223, 5, 16576, 4, 40, 28, 3981, 24, 124, 8, 456, 8736, 2185, 596, 939, 4395, 75, 860, 7, 907, 10, 3588, 15, 516, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I just received this dress wadded up in a bag. it is nothing like the colors shown on line. in the picture it appears blue and white. in actuality it is teal and a funky color of beigey pink. the top is see though but it does see have a slip under the skirt. will be sending it back and again remind myself why i shouldn't try to buy a dress on line.	2022-06-24T08:02:18Z
19551	1	2	[0, 100, 794, 42, 3588, 53, 21, 24668, 7, 2229, 24, 804, 142, 9, 5, 6173, 4, 939, 439, 7, 5, 3668, 17545, 92, 21788, 10873, 23954, 1400, 8, 600, 24, 938, 75, 15, 5, 1929, 51, 303, 65, 11, 127, 1836, 11, 5, 1400, 4294, 4, 1437, 939, 1381, 24, 15, 8, 21, 1320, 3838, 5039, 9315, 4, 939, 524, 195, 108, 698, 8, 5, 3588, 28601, 101, 10, 3366, 4, 939, 40, 28, 2498, 24, 13, 127, 4038, 4821, 19, 30023, 6634, 8, 25005, 23943, 5567, 19706, 4, 939, 64, 75, 2067, 4, 24, 16, 9869, 4, 47, 189, 240, 7, 28, 10, 410, 26647, 87, 674, 7, 3568, 42, 53, 24, 16, 5170, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I saw this dress but was hesitant to purchase it online because of the reviews. i went to the absolutely fabulous new walnut creek store and though it wasn't on the floor they found one in my size in the storeroom.  i tried it on and was immediately enthralled. i am 5'10 and the dress flowed like a dream. i will be wearing it for my anniversary celebration with pearls and victorian earrings. i can't wait. it is lovely. you may need to be a little taller than average to wear this but it is wonder	2022-06-24T08:02:18Z
19647	1	2	[0, 2387, 1836, 21, 45, 577, 98, 716, 15, 6173, 9052, 5, 3298, 571, 6601, 9, 10, 1402, 443, 1437, 939, 23855, 159, 8, 7785, 939, 222, 4, 939, 393, 1836, 159, 142, 939, 109, 45, 101, 3229, 5296, 1437, 941, 9881, 3568, 4, 2579, 21677, 5780, 8, 205, 1318, 8470, 1506, 1468, 4, 5940, 1437, 53, 1836, 159, 114, 47, 236, 10, 55, 15898, 619, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	My size was not available so based on reviews stating the bagginess of a certain area  i sized down and glad i did. i never size down because i do not like tight clothing  especially casual wear. nice muted print and good quality terry material. recommend  but size down if you want a more fitted feel.	2022-06-24T08:02:18Z
16097	1	2	[0, 16197, 24203, 15898, 1026, 4, 12741, 10199, 4, 157, 156, 4, 8089, 32, 1528, 7, 3493, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Flattering fitted form. flowing fabric. well made. colors are true to pictures.	2022-06-24T08:02:18Z
9443	-1	0	[0, 43670, 3215, 42, 3588, 11, 41, 3023, 29, 1437, 14, 16, 5, 1836, 939, 2333, 3568, 4, 42, 1237, 650, 1437, 53, 45, 129, 14, 24, 16, 5, 169, 24, 16, 847, 1437, 182, 650, 149, 5, 28097, 1437, 35841, 8, 5856, 4, 543, 7, 1656, 11, 24, 4, 5, 1468, 1299, 761, 9, 6162, 7, 162, 4, 939, 802, 24, 1415, 269, 205, 15, 5, 1421, 1437, 53, 300, 24, 184, 8, 399, 75, 101, 24, 23, 70, 328, 24, 439, 124, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Ordered this dress in an xs  that is the size i usually wear. this runs small  but not only that it is the way it is cut  very small through the hips  thighs and legs. hard to walk in it. the material felt kind of cheap to me. i thought it looked really good on the model  but got it home and didn't like it at all! it went back!	2022-06-24T08:02:18Z
17223	-1	0	[0, 100, 2638, 209, 9304, 111, 2422, 3793, 8, 23889, 8, 1969, 13, 2608, 4, 939, 348, 10610, 106, 10, 6095, 9, 498, 8, 33, 15158, 106, 2085, 2330, 19220, 8, 51, 416, 33, 132, 6538, 328, 51, 218, 75, 224, 865, 31441, 8, 127, 21, 1843, 73, 16864, 254, 16, 1518, 92, 8, 1256, 16634, 15, 127, 5418, 4, 2085, 939, 95, 1249, 62, 19, 10, 1099, 1763, 1437, 53, 939, 303, 5, 1318, 7, 28, 6770, 46225, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair  but i found the quality to be disappointing :(	2022-06-24T08:02:18Z
7699	1	2	[0, 19065, 1437, 3473, 6013, 4, 3035, 355, 4617, 11, 5, 31622, 4, 1237, 380, 98, 1836, 159, 4, 939, 3568, 258, 10, 4761, 8, 739, 23, 6215, 8, 300, 42, 11, 10, 650, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Great  comfortable tank. cool added detail in the straps. runs big so size down. i wear both a medium and large at retailer and got this in a small.	2022-06-24T08:02:18Z
14	0	1	[0, 47180, 8, 3195, 16, 2579, 4, 1437, 5, 2985, 1273, 16, 182, 739, 4, 1437, 939, 524, 195, 108, 134, 36, 1866, 10431, 43, 8, 5, 5933, 2323, 162, 235, 1065, 127, 7451, 4, 1437, 19, 10, 2985, 1273, 5, 1836, 9, 127, 13977, 8, 23385, 516, 1065, 127, 7451, 1437, 8, 760, 16415, 2923, 7, 146, 162, 33564, 1437, 939, 206, 47, 64, 4744, 14, 24, 16, 45, 10, 34203, 356, 4, 1437, 114, 47, 32, 23, 513, 674, 6958, 50, 26647, 1437, 42, 189, 356, 205, 15, 47, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Material and color is nice.  the leg opening is very large.  i am 5'1 (100#) and the length hits me right above my ankle.  with a leg opening the size of my waist and hem line above my ankle  and front pleats to make me fluffy  i think you can imagine that it is not a flattering look.  if you are at least average height or taller  this may look good on you.	2022-06-24T08:02:18Z
4624	0	1	[0, 347, 4467, 5780, 15, 258, 2380, 1437, 53, 444, 55, 22, 2871, 1951, 113, 21, 4924, 87, 939, 5291, 31, 5, 2356, 4, 5, 760, 965, 75, 350, 28772, 17163, 1437, 53, 5, 124, 16, 10, 828, 350, 650, 13, 127, 5840, 4, 2299, 34700, 11, 5, 124, 87, 10, 2526, 17059, 847, 4, 350, 1099, 46225, 5, 8150, 299, 16, 127, 2674, 299, 1437, 98, 939, 4443, 939, 581, 95, 33, 7, 3568, 909, 17539, 6806, 19, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Cute print on both sides  but far more ""cheek"" was exposed than i anticipated from the photos. the front isn't too skimpy  but the back is a bit too small for my taste. definitely narrower in the back than a standard bikini cut. too bad :( the matching top is my favorite top  so i guess i'll just have to wear black bottoms with it."	2022-06-24T08:02:18Z
